NAME	GENE	CHR	ya1s4p2_109	ya1s4p2_125	ya1s4p2_0115FR	ya1s4p2_0111FR	ya1s4p2_0112
YKL090W			1.65	2.99	0.47	0.53	1.64
YOR096W	RPS7A		0.11	0.1	11.87	12.76	0.1
YOR351C	MEK1		1.08		0.92	0.95	0.61
YDL013W	HEX3		1.18	1.29	0.76	0.9	1.25
YGL233W	SEC15		0.9	0.93	1.11	1.16	1.08
YLR131C	ACE2		1.21	0.93	1.14	0.86	1.06
YOL079W			0.97	0.95	1	1.04	0.87
YKL156W	RPS27A		0.19	0.14	5.65	5.87	0.22
YPL037C	EGD1		0.45	0.49	2.8	3.12	0.46
YNL042W	BOP3		1.37	1.28	0.85	0.79	1.42
YDR365C			0.36	0.3	3.15	2.34	0.46
YKL091C			4.04	4.73	0.21	0.31	3.39
YOR097C				1.74		0.62	2.02
YIL162W	SUC2		0.42	0.34	2.93	3.11	0.33
YNL043C			0.71	0.78	1.53	1.66	0.65
YFL008W	SMC1		0.86	0.81	1.09	1.02	0.96
YPR054W	SMK1		0.78	0.72	1.15	1.06	0.85
YCR074C			1.11		0.7		1.2
YBL099W	ATP1		0.98	0.84	1.31	1.33	0.79
YCRX04W			0.66	0.67	1.42	1.24	0.76
YAL062W	GDH3		1.55	1.73	0.59	1.69	0.57
YIL163C					0.47	0.66	1.4
YML086C	ALO1		1.67	1.58	0.71	0.71	1.85
YER068W	MOT2		0.87	0.53	1.66	1.38	0.6
YMR169C	ALD3		8.82	12.09	0.11	0.17	6.42
YFR026C			0.96	1.02	0.84	0.79	1.07
YDR031W			3.11	3.13	0.26	0.34	4
YGR251W			0.72	0.69	1.59	0.95	0.72
YDL014W	NOP1		0.22	0.22	4.9	3.04	0.32
YGL234W	"ADE5,7"		0.11	0.1	10.79	6.79	0.17
YLR132C			1.15	2.05	0.51	0.65	1.68
YKL157W	APE2		1.46	1.22	0.93	0.89	1.36
YNR060W	FRE4		0.53		1.91	1.9	
YJL120W			1.23	2.28	0.76	0.56	1.63
YAL063C	FLO9		0.63	0.23	4.08	3.83	0.26
YNL109W			0.54	0.53	2.21	1.67	0.53
YDR366C			8.99	10.15	0.11	0.12	9.46
YKL092C	BUD2		0.72	0.68	1.46	1.34	0.74
YOR098C	NUP1		0.74	0.61	1.58	1.25	0.81
YCL057W	PRD1		0.99	1	1.02	0.94	1.22
YDR032C			5.84	8.4	0.17	0.22	5.67
YDL015C			0.75	0.82	1.54	1.45	0.8
YNR061C			0.84	0.88	1.16	1.41	0.67
YBL020W	RFT1		1.02	0.86		1.26	1.03
YBR103W			1.54	1.68	0.56	0.69	1.37
YJL121C	RPE1		0.88	1	1.04	0.73	0.99
YLR466W	YRF1-4		2.03	2.07	0.71	0.69	1.7
YFL009W	CDC4		1.03	1.11	1.03	1	0.94
YPR055W	SEC8		0.77	0.8	1.3	1.26	0.78
YOR352W			1.03	1.05	0.9	1.04	0.94
YPL038W	MET31		1.24	1.33	0.88	0.79	1.17
YCR075C	ERS1		1.27	1.75	0.61		1.1
YOL001W	PHO80		0.72	0.79	1.34	1.31	0.83
YCRX05W			1.1		0.75	0.71	1.47
YCL058C			1.1	1.32	0.94	0.93	1.31
YBL021C	HAP3		0.95		0.9	0.87	1.02
YML087C			3.73	4.43	0.23	0.28	4.16
YIL164C	NIT1		0.98	1.03	0.84	1	1.1
YER069W					0.82	0.9	0.98
YLL050C	COF1		0.82	1.06	1.13	1.36	0.86
YGR252W	GCN5		1.14	1.05	1.02	1.05	1.19
YOR353C			0.7	0.87	1.09	1.04	0.88
YGL235W			0.91	1.37	0.78	0.78	1.33
YHR210C			0.97	0.68	1.52	1.39	0.82
YKL158W			0.9	0.69	1.26	0.92	0.83
YNL044W	YIP3		0.81	0.81	1.62	2.07	0.66
YOL002C			0.77	0.89	1.06		0.59
YMR086C-A			1.36	1.5	0.71	0.69	1.49
YGL170C			0.83	1.01	1.24	1.27	0.7
YGR253C	PUP2		1.79	1.87	0.62	0.5	2.58
YGL236C	MTO1		0.54	0.46	2.13	1.59	0.66
YDL016C			0.97	1.2	1.04	0.98	1.17
YKL159C	RCN1		1.05	1.48	0.73	0.8	1.01
YNR062C			0.63		1.59	1.59	0.57
YBR104W	YMC2		0.43	0.44	2.28	2.26	0.41
YLR467W	YRF1-5		1.95	1.91	0.66	0.69	1.82
YFR027W	ECO1		1.2	1.38	0.97	0.89	1.01
YPR056W	TFB4		1.23	1.12	0.79	0.84	1.11
YLR133W	CKI1		1.4	1.08	0.89	0.96	1.17
YPL039W			1.26	1.35	0.61	0.71	1.34
YCRX06W			0.98	1.16	0.95	0.9	0.89
YCL059C	KRR1		0.41	0.34	2.55	2.26	0.48
YAL064W			1.19	1.16	0.66	0.75	1.43
YBL022C	PIM1		1.03	1.1	1.06	0.72	1.56
YIL165C			1.61	1.63	0.56	0.71	1.25
YDR367W			0.66	0.82	1.29	1.34	0.81
YBR105C	VID24		2.74	2.22	0.48	0.53	2.44
YFR028C	CDC14		0.76	0.66	1.51	1.08	0.94
YKL093W	MBR1		2.41	3.04	0.67	1.15	1.46
YDR033W	MRH1		2.66	3.11	0.44	0.34	3.78
YLL051C	FRE6		0.77	0.76	1.49	1.38	0.84
YOR099W	KTR1		0.88	0.88	1.25	1.48	0.83
YOR354C			0.77	0.43	1.93	1.91	0.57
YOR020C	HSP10		1.1	1.09	1.61	1.45	1.13
YJL122W			0.32	0.34	3.57	2.67	0.47
YNL045W			1.08	1.01	0.94	1.1	1.1
YOL003C			0.92	0.9	1.26	1.21	0.88
YAL065C			0.95	1.27	12.4	14.56	0.51
YDR034C	LYS14		1.39		0.67	0.88	1.06
YGL237C	HAP2		0.88	0.76	0.99	0.95	0.83
YJR140C	HIR3		1.02	1.01	0.91	0.92	0.98
YML088W			0.87	0.78	1.31	1.07	1
YJL123C			1.16	0.91	1	0.93	1.29
YHR211W	FLO5		0.71	0.57	1.66	1.62	0.7
YPR057W	BRR1		1.36	1.34	0.71	0.73	1.56
YLR134W	PDC5		0.23	0.29	4.89	3.16	0.36
YCR077C	PAT1		0.5	0.44	2	1.78	0.56
YNL300W			0.92	1.32	1.07	0.83	1
YCRX07W			0.73	0.62	1.37		
YMR290W-A				0.36		1.18	0.92
YBL023C	MCM2		0.84	0.89	1.04	1	1.06
YML089C			0.94		0.86	0.86	
YIL166C			0.61	0.55	1.89	1.47	0.53
YGL171W	ROK1		0.44	0.45	2.23	1.89	0.55
YDR368W	YPR1		1.33		0.56		0.94
YKL094W	YJU3		2	2.47	0.44	0.54	1.67
YLL052C	AQY2		0.52	0.55	1.77	1.52	0.8
YGR254W	ENO1		1.37	1.69	1.23	1.32	1.79
YDL017W	CDC7		1.49	1.61	0.59	0.7	1.59
YNR063W			0.78		0.88		0.93
YOR021C			0.8	0.74	1.35	1.37	0.82
YNL046W			0.94	1.05	1.03	1.05	0.95
YNL301C	RPL18B		0.09	0.1	9.83	8.87	0.12
YDR369C	XRS2		1.28		0.72	0.75	
YGR255C	COQ6		1.36	1.4	0.76	0.84	1.26
YBR040W	FIG1		1.14				
YDL018C	ERP3		0.86	0.92	0.99	1.09	0.91
YNR064C			1.42	1.45	0.77	0.86	1.26
YNL047C			1.23	1.37	0.72	0.82	1.26
YBR106W	PHO88		0.61	0.63	2.1	1.87	0.87
YJL124C	LSM1		0.67	0.65	1.72	1.58	0.77
YFR029W	PTR3		1.38	1.38	0.82	0.71	1.54
YPR058W	YMC1		0.88	1.03	1.12	1.42	0.71
YOR355W	GDS1		0.61	0.48	1.93	2.09	0.46
YLR135W			0.96	0.98	1.12	0.98	1.05
YOL004W	SIN3		1.27	0.61	1.74	1.25	0.31
YCRX08W			0.68	0.65	1.33	1.35	0.75
YAL066W			0.89	1.14	0.75	0.88	1.05
YOR290C	SNF2		1.08	0.84	1.07	0.92	0.62
YGL172W	NUP49		1.15	1.18	0.87	0.88	1.22
YLR070C			1.62		0.5		1.59
YBR107C	MCM19		0.85	0.9	1.05	1.06	0.93
YKL095W	YJU2		1.08		0.77		1.21
YDR035W	ARO3		0.78	0.67	1.49	1.47	0.66
YLL053C			0.61	0.63	1.78	1.01	1.21
YPR059C			0.81		1.06	1.58	0.76
YGL238W	CSE1		0.61	0.49	1.97	1.75	0.61
YJR141W			1.06	1.05	0.84	0.83	1.11
YOR022C			1.38	1.5	0.67	0.7	1.5
YNL302C	RPS19B		0.1	0.12	8.09	9.27	0.13
YOL005C	RPB11		1.23	1.11	1.02	1.14	1.05
YML010W	SPT5		0.75		1.55	1.11	0.74
YPL230W	USV1		1.81	1.39	0.65	0.74	1.67
YAL067C	SEO1		0.67	0.64	1.54	0.72	1.17
YGR190C			0.35	0.39	2.98	2.03	0.47
YGL173C	KEM1		0.78	0.67	1.58	1.19	0.9
YDR036C					0.39	0.33	3.08
YBR041W	FAT1		1.25	1.44	0.73	0.74	1.23
YDL019C			0.83	0.79	1.13	1.21	0.82
YGL239C			0.65		1.09	0.96	0.69
YNR065C			0.73	0.66	1.68	1.19	0.79
YBL024W	NCL1		0.36	0.3	3.24	2.88	0.4
YIL167W			11.3	19.94	0.09	0.08	16.25
YJL125C	GCD14		0.62	0.62	1.53	0.99	0.74
YML011C			1.37	1.33	0.91	1.02	1.26
YOR356W			1.06		0.77	0.88	0.98
YHR213W			0.12	0.08	12.22	7.26	0.14
YBR042C			1.12	0.99	1.09	1.14	1.05
YCR020C-A	MAK31		1.01	1.15	0.89	0.9	1.1
YLR071C	RGR1		1.24	1.06	0.97	0.96	0.81
YKL096W	CWP1		0.27	0.25	5.1	4.11	0.37
YLL054C			1.33	1.08	0.91	0.81	1.33
YGR256W						0.47	2.56
YOR357C	GRD19		1.27	1.4	0.89	0.9	1.28
YJR142W			1.28	1.34	0.75	0.85	1.32
YOR023C	AHC1		1.12	1	0.85	0.77	1.3
YKR100C			1.49	1.23	0.67	0.66	1.45
YNL048W	ALG11		1	0.94	1.05	1.14	0.94
YOL006C	TOP1		0.64	0.71	1.42	1.15	0.81
YPL231W	FAS2		0.69	0.63	1.49	1.58	0.65
YAL068C			1.57	1.85	0.81	0.72	1.62
YKL097C			0.88				
YCR079W			2.98	2.8	0.32	0.5	2.44
YGR257C			1.03	1.34	0.99	0.87	1.16
YNR066C			0.67	0.55	1.55	1.41	0.77
YBL025W	RRN10		1.42	1.72	0.58	0.59	1.65
YJR143C	PMT4		0.41	0.36	2.84	2.67	0.42
YIL168W	SDL1		7.85			0.16	9.79
YOR291W			1.08	0.91	0.94	1.22	0.83
YNL049C	SFB2		0.64	0.53	1.71	1.56	0.61
YBR108W			0.62	0.55	1.56	1.31	0.82
YHR214W			1.43	1.27	0.77	0.83	2.2
YLR137W			1.09	1.17	0.96	0.96	1.26
YML095C-A			0.78	0.82	1.21	1.06	0.84
YNL303W				0.12	5.08	4.64	0.17
YHR143W-A	RPC10		0.9	0.86	1.24	1.11	0.78
YBR043C			1.65	1.54	0.6	0.78	1.26
YGR191W	HIP1		0.39	0.35	3.16	2.43	0.48
YIL169C			1.41	1.31	1.17	0.9	1.63
YOR292C			3.7	3.74	0.27	0.37	2.75
YGL174W			0.9		0.97	1.01	1.01
YBR109C	CMD1		1.03	1.06	1.04	1.01	1.13
YDR037W	KRS1		1.5	1.33	0.69	0.81	1.58
YJL060W			1.1	1.26	1.05	0.74	1.32
YJL126W	NIT2		1.49	1.94	0.71	0.8	1.32
YOL007C	CSI2		0.47	0.45	2.36	2.33	0.39
YML012W	ERV25		0.92	0.81	1.27	1.24	0.96
YPL232W	SSO1		1.73	1.5	0.64	0.67	1.67
YGR192C	TDH3		0.87	1.16	1.8	1.78	0.96
YGL175C	SAE2		0.8		0.88		
YDR038C	ENA5		1.35		0.7	0.69	1.34
YGR258C	RAD2		1.48	1.81	0.59	0.53	1.71
YNR067C			0.1	0.07	16.18	5.74	0.13
YBL026W	LSM2		0.8	0.86	1.19	1.19	0.84
YJL127C	SPT10		0.83		0.93	1.03	0.97
YLR072W			0.87	1.05	1.17	1.26	0.74
YLL055W			5.09	5.17	0.24	0.23	6.12
YOR358W	HAP5		1.35	1.14	0.68	0.88	1.02
YHR215W	PHO12		0.69	0.74	1.6	1.29	0.85
YLR138W	NHA1		2.25	2.09	0.53	0.5	1.98
YKR101W	SIR1		1.65	2.34	0.45	0.64	
YOR024W			0.95	0.99	1.03	0.94	1.11
YNL304W	YPT11		0.76	0.76	1.34	1.17	0.82
YAL069W			0.76	0.42	1.64	1.29	0.84
YBR044C	TCM62		1.21	1.04	0.79	0.73	1.4
YLR073C			0.62	0.55	2.14	1.62	0.73
YKL098W			1.23	0.77	0.83	1.38	1.19
YLL056C			1.62		0.61	0.82	1.7
YJL061W	NUP82		0.77	0.64	1.46	1.52	0.65
YLR139C	SLS1		0.92	0.97	1.09	0.85	1.19
YCR001W			1.33		0.46	0.77	1.38
YJR144W	MGM101		1.66	1.75	0.58	0.63	1.64
YNL305C			2.83	3.51	0.38	0.35	3.03
YMR030W			1.66	2.07	0.47	0.69	1.31
YML013W			0.99	1	1.02	0.84	1.2
YPL233W			1.31	1.44	0.68	0.91	0.96
YGR193C	PDX1		0.87	0.78	1.22	1.26	0.9
YGL176C			0.9	0.89	1.08	1.04	0.84
YKL099C			0.87	0.7	1.53	1.31	0.86
YDR039C	ENA2		1.11	1.31	0.76		0.6
YGR259C			1.3	1.35	0.91	1.05	0.88
YNR068C			2.66	1.94	0.34	0.52	2.17
YBL027W	RPL19B		0.15	0.16	6.63	7.28	0.16
YCR002C	CDC10		1.35	1.29	0.77	0.91	1.17
YJR145C	RPS4A		0.17	0.13	6.57	8.41	0.16
YOR293W	RPS10A		0.09	0.12	9.63	9.56	0.13
YHR150W			2.42	2.45	0.49	0.49	
YJL128C	PBS2		1.66	1.46	0.69	0.61	1.65
YMR031C			1.52	1.52	0.68	0.67	1.37
YDL210W	UGA4		1.98	2.19	0.5	0.88	1.16
YPL234C	TFP3		0.94	0.96	1.2	1.26	0.98
YOR359W			0.89	0.64	1.39	1.2	0.78
YHR216W	PUR5		0.45	0.43	3.82	1.38	1.08
YOR025W	HST3		1.36	1.32	0.74	0.86	1.56
YKR102W	FLO10		0.78	0.37	2.65	2.89	0.33
YOL008W			1.32	1.25	0.85	0.97	1.22
YBR045C	GIP1		0.73		0.75	0.73	0.83
YBL028C			0.48	0.54	2.03	1.94	0.57
YHR151C			1.2	1.03	0.74	0.78	1.18
YLR074C			0.94	0.77	1.32	1.19	0.84
YDL211C			0.91		1.28	1.12	0.59
YLL057C			1.5	2.05	0.54	0.57	1.6
YJL062W	LAS21		0.95	0.87	1.22	1.31	0.85
YHR217C			0.61	0.51	2.54	1.84	0.58
YNL240C	NAR1		1.52	1.7	0.69	0.5	1.89
YKL020C	SPT23		1.14	1.06	0.87	0.98	0.9
YOL009C	MDM12		1.5	1.51	0.65	0.73	1.37
YML014W			0.64	0.55	1.76	1.45	0.79
YGR194C	XKS1		0.76	0.95	1.11	1.09	0.84
YJR080C			1.79	2.31	0.51	0.55	
YJL063C	MRPL8		0.66	0.64	1.61	1.19	0.67
YNR069C			2.5	3.66	0.34	0.67	1.57
YBR300C			0.61	0.63	1.27	1.25	0.78
YOR294W	RRS1		0.61	0.54	1.38	1.34	0.65
YJL129C	TRK1		0.85	0.73	1.22	0.96	0.92
YML015C	TAF40		1.21	1.01	0.94	0.87	1.3
YOR026W	BUB3		1.17	0.95	0.98	0.84	1.06
YKR103W			1.22		0.63	0.7	0.63
YNL306W			1.06	1.17	1	0.91	1.2
YGL177W			0.89	0.62	0.94	0.9	0.97
YNL241C	ZWF1		0.87	0.89	1.21	0.75	1.07
YCR003W	MRPL32		1.1	0.93	1.12	0.91	1.22
YKL021C	MAK11		0.53	0.58	1.8	1.93	0.54
YOL053C-A			16.93	25.53	0.08	0.09	15.51
YJR146W			0.82	0.84	1	1.06	0.77
YNL307C	MCK1		0.93	0.79	1.51	1.47	0.78
YMR032W	HOF1		1.12	1.26	0.77	0.62	1.16
YPL235W	RVB2		0.71	0.72	1.3	1.34	0.7
YBL029W			0.56	0.67	2.04	1.71	0.53
YCR004C	YCP4		2.2	2.17	0.5	0.57	1.99
YOR295W			1.25		0.75		1.27
YHR152W	SPO12		1.16	1.04	1.01	0.82	1.28
YLR075W	RPL10		0.69	0.68	2.93	2.83	0.78
YDL212W	SHR3		0.61	0.6	2.11	2.25	0.54
YLL058W			0.79	0.85	1.12	1.11	0.96
YPL236C			1.36	1.28	0.75		1.17
YML016C	PPZ1		1.03	0.96	1.25	0.88	1.26
YHR218W			2.38	1.52	0.71	0.7	2.05
YOR027W	STI1		1.95	1.67	0.57	0.9	1.58
YKR104W			1.02				0.73
YMR052C-A			1.67	2.17	0.44	0.54	1.57
YGR195W	SKI6		0.89	0.98	1.07	0.97	1.08
YAR010C			23.66	25.44	0.11	0.08	30.59
YHR153C	SPO16		1.21	0.98	1	0.9	1.3
YLR076C			0.52	0.56	2.98	2.54	0.64
YGL178W	MPT5		1.06	1.01	1.1	0.99	
YLL059C					0.64	0.62	1.57
YDL213C			1.13	0.56	1.63	1.23	0.77
YJL064W			0.98	0.8	1.21	1.18	0.86
YBR301W			1.46	1.97	0.83	0.72	1.54
YKL022C	CDC16		1.04	1.28	0.71	0.73	1.22
YJR147W	HMS2		0.46		2.21	1.81	0.41
YPL170W			1.94	1.9	0.67	0.74	1.86
YOR028C	CIN5		1.12	1.47	0.67	0.6	1.02
YKR105C			1.12	1.25	0.9	0.86	
YNL308C	KRI1		0.6	0.54	1.83	1.48	0.72
YMR033W	ARP9		0.72	0.83	1.16	0.98	0.92
YLR330W	CHS5		1.22	1.24	0.86	0.87	1.23
YGR196C			1.23	1.65	0.63	0.67	1.17
YGL179C			1.18	1.23	0.74	0.75	1.49
YJR082C			1.31	1.6	0.66	0.7	1.38
YBR047W			1.94	2.7	0.44	0.48	1.99
YJL065C			0.82	0.61	1.34	1.31	0.82
YBR302C	COS2		6.44	4.71	0.18	0.33	4.62
YCR005C	CIT2		2.72	3.33	0.34	0.39	2.82
YPL171C					0.02	0.05	
YDR230W			1.84	1.71	0.69	0.75	1.75
