INAME	GENE	CHR	SIMR_UP2_184FR	SIMR_UP2_229	SIMR_UP2_231
iJx176I		0	  1.28	  1.00	  0.67
iBx330I		0	  0.53	  0.69	  1.95
YMR285C		13	  0.85	  1.53	  1.28
iPx282I		0	  1.43	  1.98	  0.49
YHR070W		8	  1.63	  0.84	  0.55
YDL130W	RPP1B	4	  0.96	  0.61	  0.87
YDR213W		4	  0.80	  1.38	  0.71
iPx348I		0	  0.89	  0.76	  0.87
iLx425I		0	  1.33	  0.63	  0.68
iPx014I		0	  1.95	  0.49	  0.56
iEx296I		0	  0.72	  0.79	  1.33
YDR482C		4	  1.78	  1.23	  0.59
YGL096W		7	  1.41	  1.13	  0.61
iGx545I		0	  1.13	  0.54	  1.04
iAx105I		0	  1.05		  1.28
iEx028I		0	  1.08	  0.63	  1.18
iOx057I		0	  1.69	  1.11	  0.66
iKx134I		0	  1.10	  1.27	  1.08
iGx211I		0	  0.45	  1.50	  2.48
YIL011W		9	  0.97	  1.24	  0.99
YMR017W	SPO20	13	  1.54	  1.37	  0.60
YBR299W	MAL32	2	  0.94	  0.95	  0.69
YOR200W		15	  1.92		  0.41
iJx177I		0	  0.92	  1.71	  0.96
iBx331I		0	  0.61	  1.42	  1.82
iPx283I		0	  0.54	  2.53	  1.49
iLx360I		0	  1.13	  0.81	  0.85
YHR071W	PCL5	8	  0.95	  1.10	  0.98
YDL131W	LYS21	4	  1.23	  1.24	  0.81
YDR214W		4	  1.30		  0.63
iPx349I		0	  0.32	  0.79	  2.40
iLx426I		0	  1.52	  0.97	  0.73
YHR137W	ARO9	8	  0.82	  1.50	  1.31
YNL160W	YGP1	14	  0.83	  1.03	  1.41
iPx015I		0	  1.46	  1.39	  0.46
YOR201C	PET56	15	  2.16	  0.73	  0.44
YNL226W		14	  1.01	  0.63	  0.94
iEx297I		0	  0.46	  1.58	  2.26
iAx040I		0	  1.45	  1.40	  0.70
iGx480I		0	  0.56	  1.05	  1.79
YGL097W	SRM1	7	  1.24	  0.79	  0.81
iGx546I		0	  0.86		  0.99
iAx106I		0	  0.96		  1.05
iEx029I		0	  1.67	  1.42	  0.74
YDR215C				  0.82	
YHR138C		8	  0.84	  0.63	  1.24
iOx058I		0	  1.09	  0.63	  0.81
iKx135I		0	  0.83	  1.77	  1.47
YMR286W	MRPL33	13	  0.90	  0.59	  0.97
iGx212I		0	  0.89	  0.64	  1.08
YNL227C		14	  1.38		  0.81
YIL012W		9	  1.07	  1.67	  0.84
YMR018W		13	  1.43	  1.65	  0.83
iJx178I		0	  0.79	  0.69	  1.45
YDR483W	KRE2	4	  1.12	  1.30	  0.88
iBx332I		0	  0.56	  0.78	  1.86
YMR287C				  0.67	
iPx284I		0	  1.57	  1.41	  0.47
iLx361I		0	  0.38	  0.64	  2.50
YHR072W	ERG7	8	  1.63	  1.04	  0.68
YIR030C	DCG1	9	  0.83	  1.01	  1.33
YDL132W	CDC53	4	  0.97	  1.04	  0.72
YIL013C	PDR11	9	  0.83	  0.71	  0.89
iLx427I		0	  0.66	  0.42	  1.26
YNL161W	CBK1	14	  1.02	  0.52	  0.90
iPx016I		0	  1.01	  0.79	  0.55
iEx298I		0	  1.10	  2.78	  0.84
iAx041I		0	  2.19	  0.76	  0.40
iGx481I		0	  0.96		  1.16
YGL098W		7	  1.10		  1.07
iKx070I		0	  1.03		  0.91
iGx547I		0	  1.41	  1.39	  0.53
iAx107I		0	  1.12		  1.26
YHR139C	SPS100	8	  1.06	  1.44	  1.15
iOx059I		0	  0.96	  0.70	  0.80
iKx136I		0	  0.85	  0.93	  1.03
iGx213I		0	  2.04	  2.33	  0.44
YMR019W	STB4	13	  1.01	  0.55	  0.75
YOR202W				  0.88	
iJx179I		0	  0.97	  0.62	  1.31
YDR484W	SAC2	4	  0.61	  1.17	  1.44
iBx333I		0	  1.79	  1.77	  0.46
YDR150W	NUM1	4	  0.73		  1.06
iPx285I		0	  1.47	  1.86	  0.67
iLx362I		0	  1.45	  1.22	  0.58
YHR073W		8	  1.24	  1.27	  0.85
YIR031C	DAL7	9	  1.08	  0.53	  0.99
YDL133W		4	  1.87	  0.84	  0.44
YDR216W	ADR1	4	  0.72	  1.02	  1.54
iLx428I		0	  1.28	  0.68	  0.60
YNL162W	RPL42A	14	  1.16	  0.65	  0.77
YOL120C	RPL18A	15	  1.50	  0.63	  0.51
iPx017I		0	  1.18		  0.67
YNL228W		14	  1.19	  1.49	  0.77
iEx299I		0	  1.65	  1.30	  0.40
YDR485C		4	  0.59	  1.45	  1.67
iGx482I				  1.16	  0.90
iAx042I		0	  2.63	  1.13	  0.52
YDR151C	CTH1	4	  0.59	  0.40	  1.89
YGL099W		7	  1.28	  0.72	  0.73
iKx071I		0	  0.90	  1.21	  0.95
YDL134C	PPH21	4	  1.06	  0.60	  0.80
iGx548I		0	  1.15	  0.78	  0.63
iAx108I		0	  0.99		  1.19
YDR217C	RAD9	4	  0.51	  1.27	  2.29
YNL163C		14	  1.30	  0.97	  0.64
iKx137I		0	  0.39	  0.81	  2.74
YMR288W		13	  1.10	  0.61	  0.92
iGx214I		0	  1.19	  0.54	  1.05
iMx320I		0	  1.24	  1.34	
YNL229C	URE2	14	  1.18	  0.81	  0.59
YIL014W	MNT3	9	  0.96		  1.29
YOR203W		15	  1.55	  0.61	  0.56
iBx334I		0	  1.10	  1.05	  0.70
iPx286I		0	  1.48	  0.71	  0.56
iLx363I		0	  0.62	  0.93	  1.46
YHR074W		8	  0.65	  1.69	  1.53
YIR032C	DAL3	9	  1.68	  1.28	  0.38
iLx429I		0	  1.17	  2.24	  0.93
YOL121C	RPS19A	15	  1.27		  0.79
iPx018I		0	  0.91	  1.11	  1.17
YDR486C		4	  1.24	  0.83	  0.68
iAx043I		0	  0.73		  1.81
iGx483I		0	  0.73	  0.94	  1.36
YHR075C		8	  0.38	  2.22	  2.94
iKx072I		0	  0.71	  0.59	
YDL135C	RDI1	4	  0.39	  0.95	  2.05
iGx549I		0	  0.44	  2.28	  2.26
iAx109I		0	  1.39		  0.84
YDR218C	SPR28	4	  1.22	  1.51	  0.95
YNL164C		14	  0.84	  0.94	  1.35
iKx138I		0	  1.00	  0.78	  1.05
YMR289W		13	  0.74	  0.44	  1.82
iGx215I		0	  0.67	  2.64	  1.54
iMx321I		0	  0.67	  0.77	
YIL015W	BAR1	9	  1.04	  1.01	  1.10
YOR204W	DED1	15	  1.41	  1.21	  0.73
iBx335I		0	  1.75	  1.41	  0.53
YDR152W		4	  0.61	  0.62	  1.89
iBx001I		0	  1.53	  0.72	  0.84
iPx287I		0	  0.34	  1.69	  2.01
iLx364I		0	  1.57	  0.47	  0.60
YER110C	KAP123	5	  1.00	  0.98	  1.14
iLx030I		0	  1.14	  1.26	  0.70
YOL122C	SMF1	15	  0.48	  0.94	  1.61
iPx019I		0	  1.15		  0.85
YOR205C		15	  0.87	  1.08	  1.08
YDR487C	RIB3	4	  1.48	  2.05	  0.68
iAx044I		0	  0.57	  1.94	  1.85
iGx484I		0	  0.49	  1.33	  2.06
YDR153C		4	  0.80	  1.10	  1.55
iKx073I		0	  0.90	  1.52	
iGx150I		0	  0.88	  0.89	  1.30
YDR219C		4	  1.59	  0.84	  0.84
iKx139I		0	  2.15	  0.68	  0.39
iGx216I		0	  0.91	  1.03	  0.97
iMx322I		0	  0.71	  0.83	  1.54
YIR033W	MGA2	9	  0.62	  2.45	  1.58
YIL016W	SNL1	9	  1.71	  0.77	  0.56
EMPTY				  0.57	
iBx270I		0	  0.88		  0.82
YDL070W	BDF2	4	  1.12	  0.90	  0.67
iBx336I		0	  1.17	  0.42	  0.79
iBx002I		0	  1.20	  1.03	  1.61
iPx288I		0	  0.55	  0.81	  1.32
iLx365I		12	  1.39	  0.54	  0.49
YHR076W		8	  0.66	  0.52	  1.70
YER111C				  1.03	
YIR034C	LYS1	9	  0.53	  0.95	  2.55
YDL136W	RPL35B	4	  0.40	  0.60	  1.83
iLx031I		0	  0.49	  1.67	  2.03
YNL165W		14	  1.00	  1.90	  1.18
YDR488C	PAC11	4	  1.63	  1.81	  0.53
YDL071C		4	  1.80	  0.90	  0.42
iAx045I		0	  1.51	  0.74	  0.62
iGx485I		0	  0.48	  1.69	  2.21
YHR077C	NMD2	8	  1.00	  1.77	  1.10
YDR154C		4	  1.39	  0.94	  0.92
iKx074I		0	  1.15	  2.02	  0.83
iGx151I		0	  1.23	  0.65	  0.83
YNL166C	BNI5	14	  1.60	  0.67	  0.61
iGx217I		0	  1.00	  1.40	
iMx323I		0	  0.98	  1.67	  1.27
YIL017W		9	  0.58	  0.72	  1.81
YOR140W	SFL1	15	  0.91	  1.62	  1.13
YOL123W	HRP1	15	  0.37	  0.45	  2.11
iBx271I		0	  0.75		  1.53
YOR206W		15	  0.65	  1.07	  1.35
iBx337I		0	  1.10	  0.64	  1.18
iBx003I		0	  1.32	  1.24	  1.77
iPx289I		0	  0.58	  1.46	  1.35
iLx366I		0	  1.73	  0.56	  0.49
iDx520I		0	  1.67	  0.92	
YIR035C		9	  0.75	  1.42	  0.97
YDL137W	ARF2	4	  1.05		  0.73
iLx032I		0	  1.10	  0.85	  0.99
YOR141C	ARP8	15	  0.76	  0.83	  1.10
YKL201C	MNN4	11	  1.19	  2.00	  0.78
YOL124C		15	  1.30	  0.79	  0.88
YOR207C	RET1	15	  0.64	  1.33	  0.79
YDL072C		4	  1.50	  1.50	  0.53
iAx046I		0	  0.45	  1.37	  2.55
iGx486I		0	  0.98	  0.81	  0.75
YDR155C	CPH1	4	  1.06		  0.85
iKx075I		0	  1.11	  1.74	  0.90
iGx152I		0	  1.32	  0.62	  0.76
YNL167C	SKO1	14	  1.17	  0.92	  0.77
iGx218I		0	  0.86	  0.77	  1.54
YER112W	LSM4	5	  0.93	  1.61	  1.06
iMx324I		0	  0.79	  0.55	  1.25
YIL018W	RPL2B	9	  1.12	  1.06	  1.11
iBx272I		0	  1.24		  0.62
YDR489W		4	  0.87	  0.73	  1.03
iBx338I		0	  1.59	  0.48	  0.78
iLx367I		0	  1.03	  0.76	  0.75
YHR078W		8	  0.59	  0.59	  1.90
iBx004I		0	  0.97		  1.81
iDx521I		0	  1.10	  0.97	  0.76
YIR036C		9	  1.16	  0.70	  0.73
YER113C		5	  1.10	  0.55	  1.33
YDL138W	RGT2	4	  0.82		
iLx033I		0	  0.83	  0.86	  0.91
iHx110I		0	  0.95	  1.41	  0.95
YDR090C		4	  0.63	  1.49	  1.74
iGx487I		0	  0.85		  0.98
iAx047I		0	  0.88	  1.02	  1.33
YHR079C	IRE1	8	  0.69		  1.36
iKx076I		0	  1.31	  1.06	  0.62
YDL139C		4	  1.57	  1.36	  0.31
iGx153I		0	  1.32	  1.45	  0.62
YNL168C		14	  1.08	  1.09	  0.97
YEL030W	ECM10	5	  0.67	  0.61	  1.33
iGx219I		0	  0.51	  0.98	  1.80
iMx325I		0	  0.80	  0.84	  1.19
YIL019W		9	  1.86	  1.34	  0.62
YOR142W	LSC1	15	  1.69	  1.12	  0.53
YKL202W		11	  0.98	  1.05	  0.82
YOL125W		15	  0.83	  0.77	  1.17
iBx273I		0	  1.64		  0.60
iDx790I		0	  1.35		  0.67
YOR208W	PTP2	15	  0.94	  0.72	  0.91
YDL073W		4	  1.17	  0.69	  0.70
iBx339I		0	  1.29	  1.01	  0.75
iBx005I		0	  0.82	  0.81	  1.53
iLx368I		0	  0.73	  0.99	  1.08
YDR156W	RPA14	4	  1.21	  0.58	  0.41
iDx522I		0	  0.77	  1.33	  1.44
YER114C	BOI2	5	  1.61	  0.57	  0.56
YOL060C	AMI3	15	  0.91	  0.88	  1.06
iLx034I		0	  1.05	  0.78	
iHx111I		0	  1.30		  0.74
YOR143C	THI80	15	  0.69	  1.98	  1.83
YKL203C	TOR2	11	  0.41	  0.97	
YOL126C	MDH2	15	  0.69		  1.49
YOR209C	NPT1	15	  0.57	  1.52	  1.73
YDR091C	RLI1	4	  1.21	  0.71	  0.80
YDL074C		4	  1.35	  0.49	  0.48
iGx488I		0	  1.48	  0.62	  0.56
iAx048I		0	  0.78	  0.92	  1.25
YPR100W		16	  1.04		  0.92
YJL180C	ATP12	10	  0.73	  1.61	  1.70
iKx077I		0	  1.73	  1.97	
iGx154I		0	  1.15		  0.85
iMx260I		0	  1.34	  0.76	  0.57
YNL169C	PSD1	14	  0.65	  2.45	  1.27
YEL031W	SPF1	5	  1.06	  0.67	  0.89
iMx326I		13	  0.99	  0.56	  1.59
YIR037W	HYR1	9	  0.88		  0.81
iBx274I		0	  0.56		  1.68
iDx791I		0	  0.89	  1.12	  0.94
iLx369I		0	  0.81		  1.23
YDR157W		4	  1.32	  0.96	  0.64
iDx523I		0	  0.80	  1.02	  1.72
YIR038C	GTT1	9	  1.24	  0.64	  0.87
YER115C	SPR6	5	  2.29	  0.90	  0.61
iLx035I		0	  1.23	  0.81	  0.61
iHx112I		0	  1.21		  0.78
YOR144C	EFD1	15	  1.07	  0.72	  0.94
iGx489I		0	  1.09		  0.64
iAx049I		0	  1.03	  0.96	  0.98
YPR101W	SNT309	16	  0.84	  0.85	  1.30
iKx078I		0	  0.95		  1.20
iGx155I		0	  1.18	  1.17	  0.67
iMx261I		0	  1.10	  0.61	  0.64
YEL032W	MCM3	5	  1.55	  1.35	  0.66
iMx327I		0	  1.36	  0.61	  0.85
YOL061W	PRS5	15	  0.69	  1.24	  1.43
iOx510I		0	  0.89	  1.64	  1.35
YKL204W		11	  0.56	  1.54	  2.13
YPR102C	RPL11A	16	  0.93	  1.00	  1.01
YOL127W	RPL25	15	  0.83	  1.30	  1.30
iBx275I		0	  0.57		  2.03
iDx792I		0	  0.54	  0.54	  1.81
YDR092W	UBC13	4	  1.54	  1.01	  0.38
YER050C		5	  0.45	  1.61	  2.35
YDL075W	RPL31A	4	  1.01	  0.93	  1.06
iBx007I		2	  0.71	  0.72	  1.22
YDR158W	HOM2	4	  1.75	  1.10	
iDx524I		0	  0.58	  1.11	  1.43
YJL181W		10	  0.79	  0.66	
YIR039C	YPS6	9	  0.93	  0.80	  0.72
YER116C		5	  2.19	  1.61	  0.37
YOL062C	APM4	15	  1.63	  0.54	  0.61
iLx036I		0	  1.55	  2.62	
iHx113I		0	  0.40	  0.96	  2.22
YOR145C		15	  1.60	  1.65	  0.61
YOL128C		15	  0.78	  0.66	  1.12
YDL076C		4	  1.84	  0.67	  0.34
iGx090I		0	  1.19	  3.15	  0.61
YJL182C		10	  0.94	  1.53	  1.11
iKx079I		11	  1.16	  1.21	  1.20
iGx156I		0	  0.89	  2.04	  0.91
iMx262I		0	  1.48	  0.83	  0.51
YEL033W		5	  1.39	  0.97	  0.61
iMx328I		0	  1.38	  0.62	  0.65
YPL020C	ULP1	16	  1.04	  1.34	  1.21
iOx511I		0	  1.20	  1.35	  1.04
YKL205W	LOS1	11	  1.54	  0.79	  0.57
iBx276I		0	  0.94		  0.96
iDx793I		0	  0.78	  1.53	
YDR093W		4	  1.26	  1.56	  0.68
YDR159W	SAC3	4	  1.28	  0.74	  0.84
iBx008I		0	  0.62	  1.52	  1.30
iDx525I		0	  0.75	  2.50	  1.52
YOL063C		15	  1.08	  2.56	  0.80
iLx037I		0	  1.56	  0.58	  0.50
iHx114I		0	  0.37	  0.79	  2.17
iNx220I		0	  1.89	  1.58	  0.69
YKL206C		11	  1.32	  1.18	  0.75
iGx091I		7	  1.55	  0.93	  0.70
YDL077C	VAM6	4	  1.15	  0.44	  0.81
YPR103W	PRE2	16	  0.60	  2.29	  2.20
iGx157I		0	  0.48	  1.89	  1.77
YER051W		5	  0.70	  0.98	  1.94
iMx263I		0	  1.15	  0.51	  0.65
YEL034W	HYP2	5	  0.98	  0.58	
YOR080W		15	  0.58	  0.68	  2.05
iMx329I		0	  0.83	  1.71	  1.43
YKL140W	TGL1	11	  1.33	  3.60	  0.94
YER117W	RPL23B	5	  0.90	  1.15	  1.34
iOx512I		0	  0.94	  1.05	  0.93
YOR146W		15	  1.75	  0.82	  0.44
YPR104C	FHL1	16	  0.83	  0.83	  1.18
iDx794I				  1.09	
YOL129W		15	  0.71	  0.50	  1.42
iBx277I		0	  0.50		  2.06
YDR094W		4	  1.02	  2.12	  0.87
iDx460I		0	  0.94	  0.46	  1.12
YER052C	HOM3	5	  0.88	  0.51	  1.29
YEL035C	UTR5	5	  1.73	  1.35	  0.36
YOR081C		15	  0.62	  0.47	  1.67
iBx009I		0	  0.53	  0.63	  0.90
iDx526I		0	  0.50		  1.88
YJL183W	MNN11	10	  1.31	  1.54	
YER118C	SSU81	5	  0.70	  0.54	  1.87
YOL064C	MET22	15	  0.96	  1.21	  0.93
iLx038I		0	  1.47	  0.54	  0.53
iHx115I		0	  1.05		  0.93
iNx221I		0	  1.93	  0.55	  0.34
YDR095C		4	  0.93	  1.04	  0.82
YPL021W	ECM23	16	  0.67	  1.79	  1.62
YDL078C	MDH3	4	  1.18	  0.61	  0.98
iGx092I		0	  1.36	  1.20	  0.58
iGx158I		0	  0.96	  1.50	  0.98
iMx264I		0	  0.99	  0.75	  0.75
YKL141W	SDH3	11	  1.52	  2.48	  0.71
iOx513I		0	  1.31	  0.64	  0.61
YOR147W		15	  0.91	  1.33	  0.92
YPR105C		16	  1.89		  0.53
YKL207W		11	  1.49	  1.09	  0.68
iBx278I		0	  1.90		  0.54
iDx795I		0	  0.69	  0.69	  1.44
iDx461I		0	  1.56	  0.59	  0.57
YER053C		5	  1.26	  0.63	  0.89
iHx050I		0	  0.60	  0.65	  1.78
YEL036C	ANP1	5	  1.59	  1.44	  0.66
YOR082C		15	  1.14	  0.44	  0.71
iDx527I		0	  1.16	  0.51	  1.15
YJL184W		10	  1.18		  0.65
YER119C		5	  1.46	  0.39	  0.58
YOL065C	INP54	15	  1.06		  0.84
iLx039I		0	  1.28	  1.67	  0.58
iHx116I		0	  1.44	  1.55	  0.60
YOR148C	SPP2	15	  0.77	  1.02	  1.69
YER093C-A		5	  1.49	  0.99	  0.54
YFR010W	UBP6	6	  0.88	  0.97	  1.20
iNx222I		0	  1.31	  0.75	  0.76
YLR450W	HMG2	12	  0.99	  1.23	
YDL079C	MRK1	4	  1.24	  0.73	  0.90
YPL022W	RAD1	16	  0.97	  0.96	  0.76
iCx170I		0	  0.84	  0.74	
iGx093I		0	  0.99	  0.95	  1.09
YJL185C		10	  0.75		  1.22
iGx159I		0	  0.54	  2.54	  1.89
iMx265I		13	  0.94	  0.94	  1.49
YFR011C		6	  0.77	  0.87	  1.74
YKL142W	MRP8	11	  1.38	  0.96	  0.68
YPL023C	MET12	16	  1.14	  0.73	  0.71
iOx514I		0	  1.42	  0.57	  0.69
YKL208W	CBT1	11	  1.66	  0.79	  0.64
iBx279I		0	  1.68		  0.50
iDx796I		0	  0.64	  1.58	  1.37
YDR096W	GIS1	4	  0.57	  0.55	  1.53
iDx462I		0	  0.83	  0.71	  0.96
YER054C	GIP2	5	  1.12	  1.07	
iHx051I		8	  0.70	  0.60	  2.11
YEL037C	RAD23	5	  0.81	  0.89	  1.33
iDx528I		0	  1.11	  1.27	  0.67
YOL066C	RIB2	15	  1.39	  0.90	  0.62
iHx117I		0	  1.09		  0.85
YOR149C	SMP3	15	  1.04	  0.63	  1.06
iJx300I		0	  1.01	  2.41	  1.35
iNx223I		0	  0.90	  1.18	  0.80
YKL209C	STE6	11	  0.94	  1.80	  1.18
YLR451W	LEU3	12	  0.54	  1.20	  1.73
YDR097C	MSH6	4	  0.58	  1.73	  1.58
YPR040W		16	  1.32	  0.54	  0.87
iCx171I		0	  1.04		  0.97
iGx094I		0	  0.45	  1.30	  2.05
YPR106W	ISR1	16	  1.42	  1.69	  0.69
iMx266I		13	  1.27	  0.57	  0.76
YLR452C	SST2	12	  0.58	  0.44	  1.54
YOR083W		15	  1.29	  0.64	  0.64
YGL220W				  1.64	
YKL143W	LTV1	11	  1.95	  2.23	  0.62
iOx515I		0	  1.73	  0.76	  0.62
YPR107C	YTH1	16	  1.43		  0.64
iDx797I		0	  1.45	  0.59	  0.75
iDx463I		0	  0.88	  0.93	  1.12
YER055C	HIS1	5	  0.85	  0.89	  0.92
iHx052I		0	  0.62	  0.45	  1.02
iDx529I		0	  1.44	  0.69	  0.51
YJL186W	MNN5	10	  0.86		  1.15
YKL144C	RPC25	11	  0.76	  1.15	  1.17
YGL221C	NIF3	7	  0.89	  1.12	  0.61
YOL067C	RTG1	15	  1.32		  0.72
iHx118I		0	  1.38	  1.13	  0.56
YFR012W		6	  0.66	  1.39	  1.47
iNx224I		0	  0.41	  1.09	  2.18
iJx301I		0	  1.27	  1.21	  0.61
YDR098C	GRX3	4	  0.96	  0.79	  1.06
YPR041W	TIF5	16	  0.58	  1.66	  1.87
YPL024W	NCE4	16	  0.79	  1.87	  1.38
iCx172I		0	  0.92	  1.81	  0.96
iGx095I		0	  1.65	  1.36	  0.80
YJL187C	SWE1	10	  0.73		  1.13
iMx267I		0	  1.50	  0.87	  0.56
YLR453C	RIF2	12	  1.79	  1.35	  0.43
YEL038W	UTR4	5	  0.51		  2.08
iOx450I		0	  1.24	  0.93	  0.81
iIx010I		0	  1.05	  0.52	  0.72
YOR084W		15	  0.90	  0.94	  1.19
YPR042C		16	  0.71	  0.50	  0.74
YPL025C		16	  1.08	  1.57	  0.69
iOx516I		0	  1.08	  1.21	  0.67
iDx798I		0	  1.77	  1.33	  0.36
iDx464I		0	  0.64	  0.95	  1.72
YER056C				  0.94	
iHx053I		0	  1.36	  1.12	  0.87
YEL039C	CYC7	5	  0.55	  0.50	  1.74
iDx130I		0	  1.65	  0.59	  0.41
YGL222C		7	  1.14		  0.95
YOL068C	HST1	15	  0.64	  0.38	  1.85
iHx119I		0	  0.57	  0.62	  1.74
YFR013W		6	  0.63	  0.85	  2.08
iNx225I		0	  0.37	  0.79	  2.41
iJx302I		0	  1.84	  0.59	  0.43
iCx173I		0	  2.00		  0.46
iGx096I		0	  0.87	  0.77	  1.02
YPR108W	RPN7	16	  1.37	  0.13	  0.70
YJL188C		10	  0.91	  0.84	  0.95
iMx268I		0	  1.94	  0.83	  0.36
YFR014C	CMK1	6	  0.50	  1.59	  2.03
iOx451I		0	  0.56	  0.50	  2.07
iIx011I		0	  0.61	  0.95	  1.42
YOR085W	OST3	15	  0.46	  1.09	  2.31
YLR120C	YPS1	12	  1.49	  1.10	  0.80
YKL145W	RPT1	11	  1.35		  1.12
YPL026C	SKS1	16	  0.91	  0.90	  0.96
iOx517I		0	  1.40	  2.78	  0.70
iDx799I		4	  2.00	  0.89	  0.49
YDR099W	BMH2	4	  1.36	  0.48	  0.82
iDx465I		0	  1.28	  1.95	  1.19
YER057C	HIG1	5	  1.92	  0.81	  0.54
iHx054I		0	  1.62		  0.49
iDx131I		0	  1.86	  1.04	  0.44
YGR240C	PFK1	7	  1.23	  0.40	  0.92
YOR086C		15	  0.72	  0.95	  1.10
iNx160I		0	  1.41	  1.48	  0.62
YGL223C		7	  0.94	  0.76	  1.19
iNx226I		0	  0.62	  2.37	  1.76
iJx303I		0	  1.22	  1.20	  0.75
YLR454W		12	  0.68	  1.03	  1.22
YPR043W	RPL43A	16	  1.16	  0.55	  0.84
iCx174I		0	  1.59	  0.76	  0.49
iGx097I		0	  0.76	  0.81	  1.47
YPR109W		16	  0.73	  1.02	  1.52
YAL051W	YAF1	1	  0.46		  1.67
iMx269I		0	  1.17	  0.82	  0.72
YKL080W	VMA5	11	  1.17	  0.84	  0.87
YFR015C	GSY1	6	  0.75	  1.72	  1.44
iOx452I		0	  1.26	  0.66	  0.99
iIx012I		0	  0.61	  0.96	  1.64
YLR121C	YPS3	12	  1.63	  1.90	  0.54
YPR044C		16	  0.83	  0.67	  0.73
YKL146W		11	  1.83	  2.03	  0.59
YOL069W	NUF2	15	  0.56		  2.45
iOx518I		0	  0.71	  0.80	  1.82
iDx466I		0	  1.58	  0.46	  0.69
iHx055I		0	  0.71	  0.72	  1.32
iDx132I		0	  0.88	  1.02	  1.41
YGR241C	YAP1802	7	  1.46	  0.92	  0.52
YJL189W	RPL39	10	  0.96	  1.45	  0.90
iNx161I		0	  1.38	  0.54	  0.58
YKL147C		11	  2.06	  1.25	  0.55
YGL224C		7	  0.37	  0.81	  2.58
iNx227I		0	  1.20	  1.09	  0.86
iJx304I		0	  1.05	  1.12	  0.68
YLR455W		12	  1.22	  1.00	  0.88
iPx410I		16	  0.79	  0.72	  1.03
YPL027W		16	  0.58		  1.43
iCx175I		0	  0.86		  1.12
iGx098I		0	  2.00	  1.23	  0.53
YBL010C		2	  0.97	  0.77	  0.94
YER058W	PET117	5	  1.48	  1.03	  0.74
YKL081W	TEF4	11	  1.54	  0.82	  0.64
YFR016C		6	  1.13	  1.05	  0.78
iOx453I		0	  1.33	  0.57	  0.83
iIx013I		0	  0.91	  1.83	  1.15
YOR087W		15	  0.78	  0.88	  0.53
YLR122C		12	  1.18	  0.92	
YPR045C		16	  1.37	  0.66	  0.95
iOx519I		0	  1.52	  0.62	  0.80
YAR070C		1	  1.08		  0.82
iDx467I		0	  1.47	  0.41	  0.63
YKL082C		11	  0.81	  1.40	  1.12
iHx056I		0	  1.49	  1.30	  0.46
iDx133I		0	  0.80	  1.14	  0.98
iNx162I		0	  0.74	  0.49	  1.40
YLR390W	ECM19	12	  1.88	  0.97	  0.52
YKL148C	SDH1	11	  1.74	  0.76	  0.81
iNx228I		0	  1.02	  1.08	  0.99
iJx305I		0	  0.67	  0.73	  1.41
YLR456W		12	  0.69	  0.39	  1.70
iPx411I		0	  0.70	  0.69	  1.15
YPL028W	ERG10	16	  0.76	  0.96	  1.43
iCx176I		0	  0.50	  0.62	  1.84
iGx099I		0	  1.64	  0.62	  0.65
YAL053W		1	  1.33	  1.16	  0.62
YHR049C-A		8	  1.40	  0.76	  0.57
YER059W	PCL6	5	  0.63	  0.97	  1.57
YFR017C		6	  1.72	  0.82	  0.42
YLR457C	NBP1	12	  1.12	  0.70	  1.09
YLL040C	VPS13	12	  0.89	  0.98	
iOx454I		0	  1.01	  1.50	  0.87
iIx014I		0	  1.35		  0.65
YGR242W		7	  1.50	  1.99	  0.66
YOR088W		15	  0.98	  1.00	  1.00
YLR123C		12	  1.08	  0.70	  0.75
YGL225W	GOG5	7	  0.70	  0.63	  1.22
iOx120I		0	  1.32	  0.54	  0.62
YAL054C	ACS1	1	  0.89	  0.95	  0.88
iDx468I		0	  1.63	  1.85	  0.67
iHx057I		0	  1.64	  1.50	  0.62
iDx134I		0	  0.73	  0.73	  1.21
YOR089C	VPS21	15	  1.06	  0.87	  1.04
iNx163I		0	  0.92	  1.21	  1.08
iJx240I		0	  0.32	  0.58	  3.69
YKL149C	DBR1	11	  0.73	  1.26	  1.41
YBL011W	SCT1	2	  1.09	  1.98	  0.77
iNx229I		14	  0.77	  1.59	  1.21
iJx306I		0	  1.16	  1.42	  0.66
YHR200W	RPN10	8	  0.83	  1.36	  1.02
iPx412I		0	  0.51	  1.16	  1.33
YPR046W	MCM16	16	  2.05	  0.69	  0.51
iCx177I					  1.28
YPL029W	SUV3	16	  1.21	  2.22	  0.82
YAR071W	PHO11	1	  1.34	  1.61	  0.93
YLR392C		12	  0.60	  0.84	  1.65
YBL012C		2	  1.60	  1.37	  0.45
YGL160W		7	  1.46	  0.97	  0.89
YKL083W		11	  0.85	  0.40	
YFR018C		6	  1.89	  1.11	  0.43
YLL041C	SDH2	12	  0.81	  0.68	  1.45
iOx455I		0	  0.77	  0.83	  1.33
iIx015I		0	  1.41	  0.72	  0.54
YGR243W		7	  0.89	  1.73	  1.01
YHR201C	PPX1	8	  0.78	  0.71	  1.35
YGL226W		7	  0.82	  0.71	  1.12
iOx121I		0	  0.68	  0.51	  1.63
iDx469I		0	  1.72	  0.69	  0.50
YGL161C		7	  1.16	  1.28	  1.08
