NAME	GENE	CHR	ya1s4p2_106	ya1s4p2_0114FR	ya1s4p2_0108FR	ya1s4p2_0110
YGR054W			0.32	3.3	3.25	0.29
YOR155C			1.24	0.92	0.86	1.24
YOL138C			0.87	1.12	1.14	0.96
YMR160W			1.09	1.04	0.88	1.06
YKL215C			1.22	0.94	1.06	0.62
YJR006W	HYS2		1.29	0.83	0.72	1.57
YDR169C	STB3		1	1.05	0.95	1.09
YJL192C			0.82	1.51	1.58	0.8
YER060W	FCY21		0.99	1.46	1.45	0.7
YGL038C	OCH1		1.65	0.65	0.68	1.62
YEL043W			0.71	1.26	1.11	0.79
YOL072W			0.62	1.7	1.71	0.67
YMR227C	TAF67		1.16	0.78	1.36	1.14
YHR012W	VPS29		0.89	0.99	1	0.9
YNL101W			0.92	1.03	1	1.06
YER061C	CEM1		0.43	2.77	2.27	0.46
YDL086W			1.17	1.02	1.16	1.16
YOR090C	PTC5		1.11	0.9	0.91	0.98
YDR424C	DYN2		0.81	1.36	1.29	0.76
YOL073C			1.4	0.62	0.68	1.29
YGR055W	MUP1		1.54	0.63	0.61	1.65
YOR156C	NFI1		0.7	1.07	1.03	0.71
YHR013C	ARD1		0.93	1.12	1.14	0.93
YOL139C	CDC33		0.82	1.75	1.78	0.76
YMR161W	HLJ1		0.77	1.18	1.16	0.81
YFL001W	DEG1		0.51	1.55	1.59	0.56
YPL030W			0.56	1.37	1.6	0.62
YJR007W	SUI2		0.63	1.66	1.39	0.81
YDL087C	LUC7		1.1	0.78	0.86	1.13
YBL092W	RPL32		0.91	1.64	1.48	0.81
YPR113W	PIS1		1.06	1.08	1.05	1.1
YCL050C	APA1		0.51	2.23	1.75	0.51
YBR175W			0.74	1.39	1.44	0.53
YMR162C			0.92	0.99	0.95	1.04
YEL044W			0.71	1.32	1.78	0.67
YFL002C	SPB4		0.57	1.67	1.39	0.6
YER127W	LCP5		1.29	1.68	1.18	1.04
YKL150W	MCR1		2.43	0.47	0.38	3.05
YPL031C	PHO85		1.14	0.88	0.96	0.95
YBL093C	ROX3		0.96	1.09	1.09	0.94
YKL216W	URA1		0.31	3.11	2.47	0.43
YNL102W	POL1		1.18	0.43	1.01	0.71
YER062C	HOR2		0.64	1.8	1.65	0.75
YEL045C			0.95	1.12	1.15	0.76
YJL193W			0.75	1.29	1.31	0.7
YKL151C			1.69	0.59	0.62	1.27
YGR056W	RSC1		0.42	2.22	2.33	0.4
YOR157C	PUP1		1.5	0.74	0.79	1.38
YGL039W			1.68	0.62	0.63	1.76
YMR228W	MTF1		1.32	0.62	0.51	1.84
YJR008W			2.82	0.32	0.36	3.7
YDL088C	ASM4		1.1	0.9	0.9	1.04
YPR114W			0.7	1.38	1.3	0.79
YBR176W	ECM31		0.89	1.11	1.18	0.81
YGR057C	LST7		0.68	1.24	1.21	0.71
YMR163C			1.01	0.89	0.85	0.97
YLR460C			3.08	0.21	0.23	4.82
YOR091W			0.68	1.68	1.54	0.66
YFL003C	MSH4		0.91		0.67	1.11
YER128W			1.55	0.65	0.7	1.35
YDR425W			0.92	1.01	1.11	0.67
YMR229C	RRP5		1.13	2.06	1.64	0.58
YJR009C	TDH2		0.97	1.94	1.91	1
YPL032C	SVL3		0.45	2.76	2.3	0.44
YHR014W	SPO13		0.92	0.76	0.77	0.89
YBL094C			1.4	0.72	0.79	1.19
YKL217W	JEN1		1.62	0.53		
YBR177C	EHT1		1.19	0.98	0.99	1.29
YNL103W	MET4		0.8	1.48	1.36	0.68
YEL046C	GLY1		0.94	1.38	1.29	0.96
YCL051W				0.72		1.15
YDR426C			1.32	0.76	1.04	1.14
YJL194W	CDC6		0.76	0.95	0.9	0.72
YOL075C			0.61	1.6	1.92	0.57
YKL152C	GPM1		0.83	1.58	1.47	0.88
YML080W			0.77	1.2	0.99	0.9
YFR020W			0.11	8.94	8.53	0.11
YKL218C	SRY1		0.78	1.11	1.11	0.86
YNL104C	LEU4		0.94	1.31	1.14	1.08
YPR115W			1.5	0.66	0.68	1.24
YCL052C	PBN1		1.3	0.76	0.72	1.53
YJL195C			0.75	1.21	1.35	0.74
YDR360W			0.56	1.04	1.14	0.63
YER063W	THO1		1.09	1.07	1.16	1.13
YMR164C	MSS11		0.8	1.32	1.15	0.77
YOR092W	ECM3		0.5	2.33	2.81	0.44
YPR050C			1.1	0.92	0.98	1.15
YER129W	PAK1		0.69	1.49	1.4	0.77
YPL033C			0.77	0.69	0.66	1.01
YOR158W	PET123		1.21		0.85	1.41
YHR015W	MIP6		1.27	0.51	1.16	2.01
YDR361C				0.66		0.99
YER064C			1.02	1.04	0.85	1.12
YDL089W			1.1	0.57	0.59	1.38
YEL047C			0.78	1.19	1.36	0.75
YOR093C			1.01	1.02	0.92	1.06
YGL230C			1.14	0.61	0.61	1.27
YGR058W			0.81	1.16	1.05	0.85
YOR159C	SME1		1.19	0.78	1.1	0.56
YML081W			0.91	1.34	1.24	0.72
YHR016C	YSC84		0.95	1.06	1.02	0.87
YFR021W			0.75	1.15	1.19	0.65
YLR461W	PAU4		1.49	0.72	0.83	1.01
YFL004W			0.6	1.66	1.4	0.69
YBL095W			1.4	0.74	0.78	1.44
YPR116W			0.45	1.33	1.21	0.56
YCL053C			0.61	1.56	1.46	0.69
YJL196C	ELO1		0.81	1.13	1.04	0.98
YBR178W			0.91	0.7	0.74	1.08
YMR165C	SMP2		0.83	0.87	0.99	1.06
YDR427W	RPN9		1.16	0.93	0.9	1.2
YDL010W			2.15	0.41	0.43	2.36
YOL076W	MDM20		0.46	2	1.91	0.47
YKL153W			0.77	2.08	1.97	0.7
YBL096C			1.03	0.89	1	0.82
YKL219W	COS9		0.86	0.94	1.07	0.86
YBR179C	FZO1		0.94	1.04	0.92	1.02
YNL105W			0.94	0.75	0.72	1.26
YER065C	ICL1		1	0.92	0.86	0.96
YDR362C	TFC6		0.95	0.89	1.08	0.9
YCR070W			0.9	1.11	1.34	0.82
YEL048C			0.49	2.66	2.65	0.37
YDR428C			0.76	1.24	1.33	0.87
YDL011C			1.42	0.41	0.4	1.69
YOL077C			0.64	1.95	1.74	0.74
YGL231C			1.39	0.87	0.84	1.32
YGR059W	SPR3		0.79	0.89	0.77	0.84
YML082W			0.59	1.63	1.64	0.63
YFR022W			1.72		0.66	1.35
YLR462W			2.08	0.52	0.57	2.6
YFL005W	SEC4		1.57	0.66	0.72	1.5
YPR051W	MAK3		1.05	0.95	1.03	1.05
YNL106C	INP52		1.15	1.09	1.07	
YPL034W			1.27	0.73	0.89	1.01
YCR071C	IMG2		1.09	0.96	1.12	1.08
YPR117W			1.16	0.86	1.16	0.69
YML083C			1.13	0.93	0.99	0.93
YIL160C	POT1		1.59	0.61	0.64	1.24
YMR166C			0.76	1.34	1.38	0.8
YLR463C			1.85	0.61	0.58	2.24
YOR094W	ARF3		0.83	1.45	1.45	0.84
YPR052C	NHP6A		1.14	1.32	1.23	1.26
YKL154W	SRP102		0.73	1.36	1.43	0.72
YPL035C			1.12	0.83	0.85	1.05
YNL040W			0.82	1.26	1.12	0.89
YHR017W	YSC83		0.96	1.2	1.03	1.01
YCRX02C			1.31	0.91	0.81	1.22
YOR095C	RKI1		0.41	2.57	2.3	0.53
YCL054W	SPB1		0.47	1.75	1.28	0.72
YDR429C	TIF35		0.74	1.62	1.62	0.73
YDL012C			0.79	1.36	1.49	0.75
YJL197W	UBP12		0.62	1.62	1.41	0.72
YKL155C			1.13	0.76	0.66	1.33
YHR018C	ARG4		1.67	0.63		1.62
YNL041C			0.83	1.12	0.97	0.99
YFR023W	PES4		2.77		0.3	2.58
YBR100W			1.12	0.75	0.69	1.25
YFL006W			0.65	1.47	1.31	0.63
YBL097W	BRN1		0.92	0.91	0.93	1.03
YCR072C			0.75	1.34	1.21	0.82
YPR118W			0.79	1.28	1.08	0.94
YAL060W			0.57	2.01	1.85	0.75
YER066W			1.12	0.81	1.02	
YDR363W	ESC2		1.11	0.84	0.73	1.29
YFR024C			0.55	1.65	1.68	0.58
YEL049W	PAU2		1.77	0.64	0.69	1.44
YBR101C			1.23	0.81	0.73	1.26
YPR053C			1.12	0.83	0.81	1.15
YOR350C	MNE1		1.16	0.91	0.93	1.02
YGL232W			1.09	1	1.04	1.04
YLR130C	ZRT2		1.04	1.25	1.44	0.85
YOL078W			1	0.98	0.95	0.96
YCRX03C			0.62	1.06	0.96	0.75
YNL107W			1.17	0.88	0.77	1.18
YDR364C	CDC40		0.75	1.19	1.14	0.98
YCL055W	KAR4		2.54	0.38	0.37	2.56
YGR250C			2.68	0.46	0.4	2.43
YJL198W			0.43	2.71	1.8	0.52
YIL161W			1.25	0.73	0.86	1.18
YML084W			0.3	1	1.11	0.89
YHR019C	DED81		0.55	2.32	2.06	0.58
YMR167W	MLH1		1.01	1.11	1.04	1.07
YLR464W			1.81	0.67	0.64	2.28
YFL007W	BLM3		0.63	1.5	1.52	0.62
YNL108C			0.42	2.2	2.43	0.4
YPL036W	PMA2		1.03	0.97	0.71	1.4
YBL098W			0.7	1.67	1.46	0.68
YCR073C	SSK22		0.83	1.08	0.94	0.98
YPR119W	CLB2		1.12	0.76	0.69	1.45
YCL056C			1.02	0.99	1.25	0.98
YJL199C			1.12	0.78	1	1.34
YAL061W			2.57	0.45	0.7	1.45
YML085C	TUB1		1.29	0.8	0.71	1.6
YER067W			0.71	1.51	1.3	0.74
YMR168C	CEP3		0.93	1.28	1.17	1.07
YLR465C			1.26	0.92	0.78	1.46
YBR102C	EXO84		0.82	1.14	1.03	0.88
YFR025C	HIS2		1.6	0.75	0.76	1.55
YKL090W			1.4	0.86	0.94	1.04
YOR096W	RPS7A		0.56	2.58	2.47	0.53
YOR351C	MEK1		1.1	0.95	1.1	0.77
YDL013W	HEX3		1.16	0.88	0.82	1.1
YGL233W	SEC15		0.87	1.26	1.11	0.91
YLR131C	ACE2		1.36	0.78	0.91	1.06
YOL079W			0.82	1.09	1.06	0.95
YKL156W	RPS27A		0.41	3.08	3.12	0.37
YPL037C	EGD1		0.73	1.98	2.2	0.73
YNL042W	BOP3		0.66	1.35	1.48	0.6
YDR365C			0.43	2.3	1.64	0.57
YKL091C			2.37	0.39	0.37	2.91
YOR097C				0.73	0.72	1.47
YIL162W	SUC2		0.39	2.7	1.87	0.59
YNL043C			1.19	1	1.03	1.08
YFL008W	SMC1		0.86	1.09	0.99	0.91
YPR054W	SMK1		0.63	1.19	1.21	0.62
YCR074C			1	0.65	0.71	1.02
YBL099W	ATP1		1.11	0.94	0.67	1.63
YCRX04W			0.69	1.3	1.18	0.78
YAL062W	GDH3		0.82	1.13	1.08	0.87
YML086C	ALO1		1.5	0.78	0.68	1.7
YIL163C			1.32	0.68	0.66	1.13
YER068W	MOT2		0.83	1.25	1.14	0.87
YMR169C	ALD3		1.63	0.53	0.55	1.87
YFR026C			0.93	0.9	0.66	1.31
YDR031W			2.76	0.39	0.4	2.94
YGR251W			0.76	1.34	1.06	0.87
YDL014W	NOP1		0.27	3.9	3.78	0.32
YGL234W	"ADE5,7"		0.11	9.57	8.15	0.14
YLR132C			1.54	0.57	0.76	1.66
YKL157W	APE2		1.11	0.95	0.88	1.35
YNR060W	FRE4		0.35	2.24	2.65	0.35
YJL120W			1.65	0.58	0.7	1.45
YAL063C	FLO9		0.4		5.14	0.21
YNL109W			0.44	2.39	2.77	0.38
YDR366C			9.87	0.12	0.17	6.65
YKL092C	BUD2		0.81	1.34	1.26	0.79
YOR098C	NUP1		0.78	1.41	1.13	0.73
YCL057W	PRD1		0.79	1.28	1.13	0.91
YDR032C			2.73	0.38	0.33	3.81
YDL015C			0.98	1.17	1	1.26
YNR061C			0.72	1.38	1.29	0.73
YBL020W	RFT1		1.01	1.09	1.05	1.15
YBR103W			1.24	0.72	0.69	1.33
YJL121C	RPE1		1.14	0.85	0.91	1.04
YLR466W	YRF1-4		1.85	0.69	0.63	1.8
YFL009W	CDC4		0.84	1.19	1.04	0.93
YPR055W	SEC8		0.7	1.21	1.12	0.84
YOR352W			0.94	1.08	1.1	0.98
YPL038W	MET31		1.38	0.73	0.83	1.17
YCR075C	ERS1		1.35	0.79	0.84	1.1
YOL001W	PHO80		0.62	1.57	1.68	0.56
YCRX05W			1.06	0.76	0.75	1.06
YCL058C			1.69	0.73	0.78	1.47
YBL021C	HAP3		0.84	0.87	0.86	0.98
YML087C			2.87	0.34	0.32	3.72
YIL164C	NIT1		0.91	1.1	1.14	0.77
YER069W	"ARG5,6"		0.68	1.09	1.07	0.86
YLL050C	COF1		0.89	1.37	1.29	0.89
YGR252W	GCN5		1.09	0.95	0.83	1.43
YOR353C			0.88	1.04	0.92	0.96
YGL235W			0.97	0.84	0.85	1.11
YHR210C			1	1.3	1.27	0.72
YKL158W			0.87	1.03	0.94	1.01
YNL044W	YIP3		1.37	1.01	1.15	1.34
YOL002C			0.53	1.42	1.39	0.7
YMR086C-A			1.27	0.78	0.85	1.12
YGL170C			1	1.17	1.17	0.72
YGR253C	PUP2		1.62	0.78	0.84	1.37
YGL236C	MTO1		0.6	1.76	1.8	0.58
YDL016C			1.13	1.09	0.98	1.01
YKL159C	RCN1		1.21	0.58	0.65	1.5
YNR062C			0.54	1.53	1.56	
YBR104W	YMC2		0.32	3.1	2.89	0.31
YLR467W	YRF1-5		2	0.65	0.57	2.12
YFR027W	ECO1		1.25	0.72	0.97	0.96
YPR056W	TFB4		1.07	0.86	0.85	1.15
YLR133W	CKI1		1.14	0.95	0.93	1.13
YPL039W			1.09	0.85	0.8	1.04
YCRX06W			0.81	1.01	1.02	0.72
YCL059C	KRR1		0.52	1.97		0.54
YAL064W			1	0.8	0.82	1.08
YBL022C	PIM1		0.93	1.21	1.02	1.05
YIL165C			0.98	0.96		0.77
YDR367W			0.81	1.37	1.02	0.82
YBR105C	VID24		0.97	1.12	0.92	1.15
YFR028C	CDC14		1.06	0.96	0.97	1.07
YKL093W	MBR1		2.61	0.49	0.61	1.43
YDR033W	MRH1		3.71	0.38	0.31	4.91
YLL051C	FRE6		0.51	2.02	1.5	0.66
YOR099W	KTR1		0.77	1.46	1.4	0.88
YOR354C			0.77	1.46	1.2	0.95
YOR020C	HSP10		1.01	1.45	1.6	1.09
YJL122W			0.56	2.19	2.21	0.63
YNL045W			0.96	1.04	1.05	1.12
YOL003C			0.72	1.35	1.3	0.77
YAL065C			1.29	14.81	15.48	0.12
YDR034C	LYS14		1.17	0.9	0.86	1.15
YGL237C	HAP2		0.9	1.25	1.26	0.68
YJR140C	HIR3		0.88	0.91	0.86	1.02
YML088W			0.67	1.63	1.58	0.72
YJL123C			1.16	1	0.93	1.13
YHR211W	FLO5		0.69	1.52	1.34	0.78
YPR057W	BRR1		1.23	0.73	0.74	1.28
YLR134W	PDC5		0.37	3.18	2.77	0.45
YCR077C	PAT1		0.38	1.9	1.77	0.48
YNL300W			1.02	1	1.14	0.76
YCRX07W			0.74	1.43		
YMR290W-A			0.88	0.98	1.47	0.68
YBL023C	MCM2		1.06	0.86	0.8	1.23
YML089C			1.04	0.69	0.78	1.3
YIL166C			0.39	2.79	3.06	0.37
YGL171W	ROK1		0.68	1.46	1.2	0.82
YDR368W	YPR1		1.48	0.73	0.73	1.42
YKL094W	YJU3		1.93	0.63	0.65	1.61
YLL052C	AQY2		0.44	2.17	2.08	0.44
YGR254W	ENO1		1.15	1.75	1.59	1.56
YDL017W	CDC7		1.5	0.7	0.63	1.46
YHR212C			1.49	0.53		
YNR063W			0.66	0.86	0.79	0.88
YOR021C			0.91	1.42	1.26	1.05
YNL046W			0.94	0.96	1.09	0.88
YNL301C	RPL18B		0.44	2.75	2.59	0.43
YDR369C	XRS2		1.11	0.89	1	0.98
YGR255C	COQ6		1.06	0.99	1.03	0.99
YBR040W	FIG1		1.21			
YDL018C	ERP3		0.84	1.15	1.14	0.87
YNR064C			1.28	0.69	0.63	1.5
YNL047C			1.08	0.9	0.81	1.19
YBR106W	PHO88		0.56	2.37	2.22	0.65
YJL124C	LSM1		0.77	1.44	1.49	0.79
YFR029W	PTR3		1.32	0.81	0.91	1.22
YPR058W	YMC1		0.69	1.43	1.45	0.65
YOR355W	GDS1		0.7	1.5	1.45	0.66
YLR135W			1.01	1.02	0.97	0.93
YOL004W	SIN3		1.2	0.54	0.92	0.64
YCRX08W			0.53	1.51	1.47	0.52
YAL066W			0.75	0.92	1	0.93
YOR290C	SNF2		1.06	0.89	0.96	
YLR070C			1.23	0.65	0.66	0.98
YGL172W	NUP49		1.13	0.9	0.89	1.05
YBR107C	MCM19		0.66	1.34	1.3	0.61
YKL095W	YJU2		1.1	0.75	0.65	1.41
YDR035W	ARO3		0.63	1.87	1.58	0.72
YLL053C			0.22	4.04	4.54	0.2
YLR136C					3.14	0.18
YPR059C			0.73	1.36	1.51	0.68
YGL238W	CSE1		0.6	1.85	1.71	0.6
YJR141W			1.02	0.81	0.75	1.11
YOR022C			1.07	0.82	0.77	1.27
YCRX09C						0.73
YNL302C	RPS19B		0.51	2.23	2.28	0.45
YOL005C	RPB11		1.28	1	1.21	0.91
YML010W	SPT5		0.68	1.46	1.34	0.74
YPL230W	USV1		1.73	0.71	0.78	1.19
YAL067C	SEO1		1	0.96	0.76	1.27
YGR190C			0.4	2.69	1.74	0.51
YGL173C	KEM1		0.64	1.61	1.6	0.72
YDR036C			2.35	0.49		2.72
YBR041W	FAT1		1.04	0.91	0.81	1.16
YDL019C			0.71	1.37	1.22	0.7
YGL239C			0.54	1.1	1.2	0.71
YNR065C			0.87	1.16	1.13	0.79
YBL024W	NCL1		0.52	1.95	1.85	0.63
YIL167W			5.86	0.19	0.2	3.88
YJL125C	GCD14		0.7	1.32	1.19	0.9
YML011C			1.39	0.84	0.91	1.39
YOR356W			1.26	0.64	0.8	1
YHR213W			0.11	11.48	10.3	0.11
YBR042C			0.91	1.22	1.21	0.97
YCR020C-A	MAK31		1.16	0.81	0.93	1.21
YLR071C	RGR1		1.13	0.88	0.88	1.13
YKL096W	CWP1		0.99	1.38	0.93	1.52
YLL054C			0.83	1.19	0.99	0.95
YGR256W	GND2		1.55	0.82	0.88	1.28
YOR357C	GRD19		1.21	0.96	1.13	1.15
YJR142W			1.32	0.84	0.73	1.39
YOR023C	AHC1		0.89	1.12	1.1	0.84
YKR100C			1.41	0.68	0.72	1.45
YNL048W	ALG11		0.84	1.05	0.99	1.09
YOL006C	TOP1		0.66	1.36	1.38	0.74
YPL231W	FAS2		0.69	1.64	1.48	
YAL068C			2.04	0.63	0.84	1.32
YKL097C			0.74			0.7
YCR079W			2	0.52	0.58	1.76
YGR257C			1	1.17	1.16	0.96
YNR066C			0.83	1.27	1.26	0.77
YBL025W	RRN10		1.15	0.76	0.71	1.17
YJR143C	PMT4		0.6	1.85	1.53	0.72
YIL168W	SDL1		3.39		0.23	3.71
YOR291W			0.87	1.44	1.42	0.63
YNL049C	SFB2		0.61	2.04	1.65	0.5
YBR108W			0.65	1.52	1.46	0.62
YHR214W			1.81	0.48	0.56	2.07
YLR137W			1.01	0.89	1.22	0.92
YML095C-A			1.12	0.87	0.79	1.15
YNL303W			0.54	2.1	2.55	0.42
YHR143W-A	RPC10		1	0.95	0.7	1.25
YBR043C			0.65	1.38	1.2	0.79
YGR191W	HIP1		0.37	2.79	2.2	0.53
YIL169C			1.8	0.93	1.03	1.66
YOR292C			2.27	0.48	0.52	1.81
YGL174W			0.96	0.96	1	0.91
YBR109C	CMD1		1.11	1.05	1.05	1.08
YDR037W	KRS1		1.82	0.6	0.47	1.85
YJL060W			1.07	1.07	1.24	0.99
YJL126W	NIT2		1.17	0.86	0.95	1.13
YOL007C	CSI2		0.48	2.45	2.4	0.38
YML012W	ERV25		1	1.11	1.13	1.08
YPL232W	SSO1		2.12	0.58	0.53	1.95
YGR192C	TDH3		0.92	2	1.79	0.88
YGL175C	SAE2		0.64	1.04	1.01	0.74
YDR038C	ENA5		1.34	0.69	0.43	1.81
YGR258C	RAD2		1.27	0.74	0.73	1.34
YNR067C			0.11	8.74	9.31	0.1
YBL026W	LSM2		1.14	0.97	0.82	1.22
YJL127C	SPT10		0.76	0.95	0.87	1
YLR072W			0.83	1.05	1.2	0.87
YLL055W			2.09	0.48	0.56	1.67
YOR358W	HAP5		1.11	0.85	0.94	1.1
YHR215W	PHO12		0.9	1.21	1.39	0.69
YLR138W	NHA1		1.61	0.56	0.74	1.37
YKR101W	SIR1		1.15	0.57	0.57	1.28
YOR024W			1.07	1.03	0.95	0.99
YNL304W	YPT11		0.78	1.27	1.22	0.66
YAL069W			0.74	1.47	1.61	0.53
YBR044C	TCM62		1.43	0.73	0.76	1.26
YLR073C			0.78	1.36	1.48	0.74
YKL098W			0.89	1.07	1.06	1.08
YLL056C			0.85	1.02	0.71	1.23
YJL061W	NUP82		0.65	1.49	1.12	0.83
YLR139C	SLS1		0.9	1.02	1.09	1.08
YCR001W			0.83	0.73	0.75	1
YJR144W	MGM101		2.01	0.52	0.51	2.05
YNL305C			2.26	0.51	0.69	1.73
YMR030W			1.69	0.49	0.65	1.45
YML013W			0.75	1.15	1.08	0.81
YPL233W			1.26	0.71	0.59	1.54
YGR193C	PDX1		0.85	1.29	1.16	0.97
YGL176C			0.87	1.07	1.06	0.79
YKL099C			1	1.32	1.27	0.87
YDR039C	ENA2		1.09	0.75	1.01	0.83
YGR259C			1.06	1.06	0.83	1.3
YNR068C			1.15	0.77	0.87	1.05
YBL027W	RPL19B		0.55	2.04	1.98	0.53
YCR002C	CDC10		1.44	0.7	0.7	1.71
YJR145C	RPS4A		0.6	2.26	2.46	0.51
YOR293W	RPS10A		0.52	2.58	2.53	0.44
YHR150W			1.98	0.56	0.54	2.15
YJL128C	PBS2		1.42	0.76	0.82	1.3
YMR031C			1.32	0.7	0.71	1.43
YDL210W	UGA4		1.39	0.65	0.74	1.05
YPL234C	TFP3		0.87	1.35	1.51	0.93
YOR359W			0.83	1.14	1.28	0.76
YHR216W	PUR5		0.39	3.5	3.56	0.35
YOR025W	HST3		1.58	0.65	0.65	1.53
YKR102W	FLO10		0.78	2.29		0.32
YOL008W			1.09	0.92	1.06	1.16
YBR045C				0.84		0.92
YBL028C			0.72	1.5	1.3	0.83
YHR151C			1.08	0.76	0.67	1.32
YLR074C			0.81	1.43	1.51	0.84
YDL211C			1.33	0.84	1.29	0.77
YLL057C			1.63	0.53	0.54	1.39
YJL062W	LAS21		0.85	1.27	1.21	0.86
YHR217C			0.69	2.06	2.68	0.35
YNL240C	NAR1		0.96	0.93	1.11	0.8
YKL020C	SPT23		1.04	0.99	0.98	0.99
YOL009C	MDM12		1.26	0.75	0.81	1.26
YML014W			0.57	1.67	1.74	0.6
YGR194C	XKS1		0.91	1.04	1.01	0.95
YJR080C			1.9	0.48	0.39	2.67
YJL063C	MRPL8		0.81	1.26	1.46	0.78
YNR069C			0.97	0.82	0.9	1.01
YBR300C			0.75	1.26	1.23	0.67
YOR294W	RRS1		0.68	1.32	1.13	0.79
YJL129C	TRK1		0.79	1.14	1.03	0.91
YML015C	TAF40		1.26	0.83	0.86	1.13
YOR026W	BUB3		1.11	0.89	0.92	1.02
YKR103W			1.13	0.63	0.84	0.82
YNL306W			1.24	0.84	0.83	1.34
YBR046C	ZTA1		0.87			
YGL177W			0.83	0.97	1.2	0.82
YNL241C	ZWF1		0.7	1.4	1.7	0.67
YCR003W	MRPL32		1.46	0.85	0.79	1.3
YKL021C	MAK11		0.55	1.68	1.33	0.7
YOL053C-A			14.5	0.09	0.11	12.93
YJR146W			0.76	1.02		0.83
YNL307C	MCK1		0.98	1.22	1.1	0.98
YMR032W	HOF1		1.72	0.49	0.48	1.73
YPL235W	RVB2		0.71	1.27	1.17	0.78
YBL029W			0.61	1.87	2.22	0.51
YCR004C	YCP4		1.65	0.66	0.55	2.09
YOR295W			1.19	0.76	0.68	1.38
YHR152W	SPO12		1.46	0.77	0.79	1.52
YLR075W	RPL10		1.12	1.99	1.99	1.11
YDL212W	SHR3		0.65	1.9	1.62	0.76
YLL058W			0.56	1.24	1.56	0.57
YPL236C			0.98	0.96	1	1.04
YML016C	PPZ1		1.16	1.08	1.05	1.03
YHR218W			1.77	0.61	0.59	2.37
YOR027W	STI1		1.26	0.75	0.59	1.73
YKR104W			1.3			0.9
YMR052C-A			1.54	0.52	0.58	1.54
YGR195W	SKI6		1.1	1.01	0.99	1.04
YAR010C			23.98	0.11	0.13	16.24
YHR153C	SPO16		1.33	0.84	0.86	1.23
YLR076C			0.87	2.12	2.23	0.75
YGL178W	MPT5		1.07	0.96	1.02	0.8
YDL213C			1.26	0.98	1.05	1.08
YLL059C			0.72	0.85	0.72	0.91
YJL064W			1.04	1.13	1.26	0.99
YBR301W			1.75	0.66	0.77	1.25
YKL022C	CDC16		1.02	0.7	0.8	0.98
YJR147W	HMS2		0.66	1.67	1.71	0.56
YPL170W			1.48	0.86	0.78	1.41
YOR028C	CIN5		1.54	0.53	0.67	1.29
YKR105C			1.07	0.78	0.95	0.69
YNL308C	KRI1		0.65	1.58	1.27	0.87
YMR033W	ARP9		0.81	1.15	0.98	0.97
YLR330W	CHS5		1.15	0.83	0.69	1.52
YGR196C			1.27	0.7	0.65	
YGL179C			0.75	1.07	1.22	0.7
YJR082C			1.36	0.79	0.82	1.13
YBR047W			0.72	1.42	1.31	0.69
YJL065C			0.91	1.26	1.33	0.71
YBR302C	COS2		3.65	0.25	0.26	4.4
YCR005C	CIT2		0.75	1.23	1.06	0.97
YPL171C	OYE3		28.83	0.08	0.18	8.94
YDR230W			1.69	0.83	0.89	1.42
YOR296W			1.06	0.68	0.64	
YMR034C			1.27	0.65	0.57	1.39
YLR331C			1.08	1.05	0.96	1.09
YHR219W			2.4	0.59	0.54	2.14
YNL242W			1.18	0.81	0.89	1.05
YOR297C	TIM18		1.02	0.87	0.91	1.11
YDR231C	COX20		1.53	0.81	0.7	1.5
YDL214C			1.15	0.67		
YKR040C			1.04	0.99	1.62	0.67
YJR148W	BAT2		0.52	2.17	2.03	0.65
YPL237W	SUI3		0.57	2.14	1.99	
YML017W	PSP2		1.22	0.69	1.07	0.76
YGR197C	SNG1		0.97	0.9	0.41	2.5
YJR083C			1.45	0.51	0.5	1.81
YJL066C			1.83	0.64	0.71	1.45
YBR048W	RPS11B		0.73	1.57	1.49	0.7
YCR006C			0.96	0.56	0.56	1.59
YPL172C	COX10		1.27	0.76	0.7	1.42
YHR154W	ESC4		1.24	0.79	0.99	1.08
YLR077W			1.19	0.86	0.92	1.37
YPL238C			0.56	1.94	1.92	0.67
YML018C			0.35	3.58	3.91	0.34
YGL100W	SEH1		0.95	1.21	1.14	1.08
YKL023W			1.07	0.77	0.75	1.19
YNL243W	SLA2		0.91	1.3	1.28	0.89
YOR029W			0.83	0.77		
YKR106W			0.78	1.54	1.41	0.83
YNL309W	STB1		0.89	1.06	1.49	0.56
YBR049C	REB1		0.88	1.18	0.82	1.07
YLR078C	BOS1		1.41	0.68	0.7	1.52
YDL215C	GDH2		1.17	0.89	0.76	1.54
YNL244C	SUI1		0.68	1.75	1.9	0.64
YKL024C	URA6		0.78	1.57	1.47	0.77
YJR149W			1.76	0.56	0.56	1.74
YMR035W	IMP2		1.11	1.03	1.1	1.09
YLR332W	MID2		1.11	1.12	0.99	1
YPR190C	RPC82		0.59	1.64	1.56	0.62
YCR007C			1.56	0.55	0.63	1.55
YDR232W	HEM1		0.6	2.1	2.13	0.54
YIL030C	SSM4		0.54	1.79	1.42	0.79
YOR298W			0.75	1.19	1.65	0.5
YHR155W			0.76	1.4	1.55	0.75
YMR036C	MIH1		1.14	0.76	0.69	1.11
YLR333C	RPS25B		0.52	2.84	2.97	0.46
YKR041W			1.12	0.79	1.18	0.59
YGL101W			0.96	1.13	1.11	1.03
YHR090C	NBN1		1.85			1.5
YGR198W			0.71	1.58	1.21	0.84
YDR233C			0.58	2.09	1.9	0.67
